_1,_2,_3,_4
"Bracken,_Saskatchewan","[""Place""]",Person,-325.588
Bracken_House,"[""Place""]",Place,-479.603
Brackenridgea,"[""Species""]",Species,-176.926
Braco_Dimitrijevi%C4%87,"[""Person""]",Person,-547.388
Bracy_Clark,"[""Person""]",Person,-130.538
Brad_Bedell,"[""Person""]",Person,-493.375
Brad_Copeland,"[""Agent"",""Person"",""other""]",Person,-148.557
Brad_Dutton,"[""Person""]",Person,-223.368
Brad_Evans,"[""Person""]",Person,-864.133
Brad_Friedel,"[""Agent"",""Person"",""other""]",Person,-1822.266
Brad_Gowans,"[""other""]",other,-1989.402
Brad_Halbrook,"[""Person""]",Person,-375.53
Brad_Hardie,"[""Person""]",Person,-644.206
Brad_Hubbert,"[""Person""]",Person,-142.089
Brad_Leftwich,"[""Person""]",other,-638.888
Brad_McDonald,"[""Person""]",Person,-225.793
Brad_Ott,"[""Person""]",Person,-997.021
Brad_Pennington,"[""Person""]",Person,-319.302
Brad_Shepherd,"[""other""]",other,-284.088
Brad_Sherman,"[""Person""]",Person,-473.408
Brad_Sorensen,"[""Person""]",Person,-1210.011
Brad_Tavares,"[""Person""]",Person,-477.309
Brad_Underwood,"[""Person""]",Person,-365.219
Brad_Villavaso,"[""Person""]",Person,-1327.307
Brad_Wilkerson,"[""Person""]",Person,-560.991
Brad_Woodall,"[""Person""]",Person,-638.61
Bradbury_Building,"[""Place""]",Place,-915.296
Braddy_Field,"[""Place""]",Person,-652.244
Bradeley,"[""Place""]",Place,-2447.661
"Bradfield,_Norfolk","[""Place""]",Place,-744.3
"Bradford,_Illinois","[""Place""]",Place,-182.492
"Bradford,_Vermont","[""Place""]",Place,-116.091
Bradford_&_Bingley_International,"[""Organisation""]",Organisation,-972.164
Bradford_P._Campbell,"[""Person""]",Person,-3012.771
Bradford_Thomas_Wagner,"[""Person""]",Person,-251.172
"Bradford_Township,_Chickasaw_County,_Iowa","[""Place""]",Place,-144.287
Bradford_West_Gwillimbury,"[""Place""]",Place,-1509.142
Bradie_James,"[""Person""]",Person,-221.697
Bradina_aulacodialis,"[""Species""]",Species,-89.092
"Bradley,_Cheshire","[""Place""]",Place,-230.358
"Bradley,_West_Midlands","[""Location"",""Place"",""other""]",Place,-1581.604
Bradley_Barlow,"[""Person""]",Person,-180.068
Bradley_Cole,"[""Person""]",Person,-277.723
Bradley_Dean,"[""Person""]",Person,-991.528
Bradley_Grace,"[""other""]",other,-1262.042
Bradley_Henderson,"[""Person""]",Person,-941.067
Bradley_Kruger,"[""Person""]",Person,-103.157
Bradley_Mountain,"[""Place""]",Place,-799.336
Bradley_Parker,"[""Person""]",Person,-977.789
Bradley_Robinson,"[""Person""]",Person,-354.346
Bradley_Smith_(motorcyclist),"[""Person""]",Person,-520.261
Bradley_Yaeger,"[""Person""]",Person,-648.528
"Bradshaw,_McDowell_County,_West_Virginia","[""Place""]",Place,-283.103
"Bradwardine,_Manitoba","[""Place""]",Place,-730.346
Brady_Clark,"[""Person""]",Person,-464.153
Brady_Paxton,"[""Person""]",Person,-424.338
"Brady_Township,_Williams_County,_Ohio","[""Place""]",Place,-228.678
Brady_Walker,"[""Person""]",Person,-379.397
Bradyrhizobium_jicamae,"[""Species""]",Species,-109.016
Bradyrhizobium_oligotrophicum,"[""Species""]",Species,-191.221
Brae_Fell,"[""Place""]",Place,-642.517
Braeden_Lemasters,"[""Person""]",other,-349.002
"Braeholm,_West_Virginia","[""Place""]",Place,-212.094
Braes_of_Doune_Wind_Farm,"[""Place""]",Place,-381.622
Braga_Airport,"[""Place""]",Place,-170.083
Braggo_Roth,"[""Person""]",Person,-382.901
Brahim_El_Bahri,"[""Person""]",Person,-188.071
"Brahin,_Belarus","[""Place""]",Place,-1427.202
"Brahmapuri,_Bara","[""Place""]",Place,-263.086
Braia_River_(Arge%C8%99),"[""Place""]",Place,-78.912
Braille_pattern_dots-1235,"[""other""]",other,-302.799
BrainTeaser,"[""Work""]",Work,-1236.669
Brain_Drain_(film),"[""Work""]",Work,-651.883
Brain_Stew_/_Jaded,"[""Work""]",Work,-658.678
Brainbloodvolume,"[""Work""]",Work,-166.307
Brainpower_(song),"[""Work""]",Work,-1058.202
Brainsway,"[""Organisation""]",other,-431.157
Braintree_College,"[""Organisation""]",Organisation,-453.361
Brajesh_Singh,"[""Person""]",Person,-1061.046
Brak%C5%A1%C4%B7i_Station,"[""Place""]",Place,-94.119
"Brake,_West_Virginia","[""Place""]",Place,-829.475
Brake_(film),"[""Work""]",Work,-158.042
Brake_bei_Bielefeld_station,"[""Place""]",Place,-247.373
"Brakel,_Gelderland","[""Place""]",Place,-591.472
Bram_&_Alice,"[""Work""]",Work,-361.941
Bram_Tchaikovsky,"[""other""]",other,-1060.738
"Bramalea,_Ontario","[""Place""]",Place,-3562.458
Bramble_Rose,"[""Work""]",Work,-158.741
Bramerton,"[""Place""]",Place,-292.178
Bramhadev,"[""Place""]",Place,-246.44
Bramling,"[""Place""]",Place,-239.824
Brampton_Ash,"[""Place""]",Place,-688.567
Brampton_West_(provincial_electoral_district),"[""Place""]",Place,-412.407
Bramstedt_bei_Syke_railway_station,"[""Place""]",Place,-315.986
Brana_(mountain),"[""Place""]",Place,-123.013
"Branch_Township,_Michigan","[""Place""]",Place,-147.6
"Branch_Township,_Schuylkill_County,_Pennsylvania","[""Location"",""Place"",""other""]",Place,-216.041
"Branchburg,_New_Jersey","[""Place""]",Place,-775.307
"Branched-dextran_exo-1,2-alpha-glucosidase","[""Biomolecule""]",Biomolecule,-578.846
Branchinecta_brushi,"[""Species""]",Species,-174.704
Branchophantis,"[""Species""]",Species,-71.059
Brand_New_Dance,"[""Work""]",Work,-697.336
Brand_New_Man,"[""Work""]",Work,-507.198
Brand_of_the_Outlaws,"[""Work""]",Work,-100.412
Brandan_Bishop,"[""Person""]",Person,-225.267
Branded_and_Exiled,"[""Work""]",Work,-213.404
Brandeis/Roberts_(MBTA_station),"[""Place""]",Place,-279.104
Brandeis_Award_(privacy),"[""other""]",other,-598.23
Branden_Lee_Hinkle,"[""Person""]",Person,-163.684
"Brandenburg_state_election,_2014","[""Event""]",Person,-204.004
Brandenburger_Tor_(song),"[""Work""]",Work,-1116.417
Brandlingill,"[""Place""]",Place,-51.482
"Brandon,_Minnesota","[""Place""]",Place,-113.42
Brandon_Auret,"[""Person""]",Person,-239.466
Brandon_Bing,"[""Person""]",Person,-345.632
Brandon_Bochenski,"[""Person""]",Person,-294.656
Brandon_Caleb,"[""Person""]",Person,-293.274
Brandon_Call,"[""Person""]",Person,-243.444
Brandon_Choi,"[""Person""]",Person,-277.523
Brandon_Costner,"[""Person""]",Person,-245.702
Brandon_Curran,"[""Person""]",Person,-1366.137
Brandon_Guillory,"[""Person""]",Person,-344.103
Brandon_Hardin,"[""Person""]",Person,-273.768
Brandon_Heath,"[""other""]",Work,-2157.719
Brandon_Jacobs,"[""Person""]",Person,-504.35
Brandon_Jerwa,"[""Person""]",other,-780.909
Brandon_Marino,"[""Person""]",Person,-777.327
Brandon_McDonald_(soccer),"[""Person""]",Person,-180.338
Brandon_Miller_(basketball),"[""Person""]",Person,-2235.42
Brandon_Mychal_Smith,"[""Person""]",Work,-596.125
Brandon_Myers,"[""Person""]",Person,-359.98
Brandon_Oldenburg,"[""Person""]",Person,-1896.167
Brandon_Presley,"[""Person""]",Person,-1110.453
Brandon_Puffer,"[""Person""]",Person,-321.418
Brandon_Rhys-Williams,"[""Agent"",""Person"",""other""]",Person,-688.163
Brandon_Steiner,"[""Person""]",Person,-196.824
Brandon_Tataryn,"[""Person""]",Person,-575.202
Brandon_Voss,"[""Person""]",Person,-2274.21
Brandon_Westgate,"[""Person""]",Person,-83.298
Brandy_Pond,"[""Place""]",Place,-1014.359
Brandy_Talore,"[""Person""]",Person,-140.02
"Brandywine_Township,_Shelby_County,_Indiana","[""Place""]",Place,-181.126
Braniff_(1983%E2%80%931990),"[""Organisation""]",Organisation,-462.751
Branimir_Kosti%C4%87,"[""Person""]",Person,-169.752
Branimir_Makanec,"[""Person""]",other,-1261.816
Branimir_Suba%C5%A1i%C4%87,"[""Person""]",Person,-357.383
Branishte,"[""Place""]",Place,-101.18
Branislav_Jovanovi%C4%87,"[""Person""]",Person,-159.72
Branislav_Milosavljevi%C4%87,"[""Person""]",Person,-426.833
Brank%C3%B3wka,"[""Place""]",Place,-265.295
Brankica_Stankovi%C4%87,"[""Person""]",Person,-574.898
Brankovo,"[""Place""]",Place,-374.299
"Branson,_Missouri","[""Place""]",Place,-920.46
Bransty,"[""Place""]",Place,-2510.383
Brantham_Athletic_F.C.,"[""Organisation""]",Organisation,-235.088
Brantley_County_High_School,"[""Organisation""]",Organisation,-210.883
Bras-Panon,"[""Place""]",Place,-399.119
"Brashears,_Arkansas","[""Place""]",Place,-198.787
Brassaiopsis_hainla,"[""Species""]",Species,-144.59
Brassey_Green,"[""Place""]",Place,-59.975
Brassiantha_hedraiantheroides,"[""Species""]",Species,-905.03
Brassica_nigra,"[""Species""]",Species,-231.114
Brassica_oleracea,"[""Species""]",Species,-1189.318
Brasta_(Nev%C4%97%C5%BEis),"[""Place""]",Place,-177.679
Brati%C4%87i,"[""Place""]",Place,-151.312
Bratil%C3%AB_Hydro_Power_Plant,"[""Place""]",Place,-394.532
Bratislav_Petkovi%C4%87,"[""Person""]",Person,-389.501
Bratone%C4%8Dice,"[""Place""]",Place,-416.72
Bratsberg_Church,"[""Place""]",Place,-462.653
Braunau_am_Inn_District,"[""Place""]",Place,-113.478
Braunschweig-class_corvette,"[""MeanOfTransportation""]",MeanOfTransportation,-237.681
Braunston_Tunnel,"[""Place""]",Place,-980.041
Brave_New_World_(The_Vampire_Diaries),"[""Work""]",Work,-296.935
Bray_Cove_Halt_railway_station,"[""Place""]",Place,-432.36
"Bray_House_(Kittery_Point,_Maine)","[""Place""]",Place,-493.349
Brayden_Schenn,"[""Person""]",Person,-960.84
"Brayton,_North_Yorkshire","[""Place""]",Place,-544.055
Brayton_High_School,"[""Organisation""]",Organisation,-888.65
Brazeale_Homestead,"[""Place""]",Place,-612.349
Brazenhill,"[""Place""]",Place,-520.411
"Brazil,_Kentucky","[""Place""]",Place,-183.04
Brazil_Year_2000,"[""Work""]",Work,-153.815
Brazil_at_War,"[""Work""]",other,-929.237
Brazil_with_Michael_Palin,"[""Work""]",Work,-438.026
Brazilian_Association_of_Atheists_and_Agnostics,"[""Organisation""]",other,-1205.801
Brazilian_Revolution_of_1930,"[""other""]",Person,-1488.413
Brazilian_diaspora,"[""other""]",other,-317.59
Brazilian_patrol_boat_Graja%C3%BA_(P40),"[""MeanOfTransportation""]",MeanOfTransportation,-356.562
Brazilian_tanker_Almirante_Gast%C3%A3o_Motta_(G23),"[""MeanOfTransportation""]",MeanOfTransportation,-397.786
Brazilian_three-banded_armadillo,"[""Species""]",Species,-485.476
Brazilians_in_the_United_Kingdom,"[""other""]",other,-468.052
Brazoria_arenaria,"[""Species""]",Species,-173.22
Brazoria_enquistii,"[""Species""]",Species,-188.079
Brazos_River,"[""Place""]",Place,-544.029
Brazzein,"[""Biomolecule""]",Species,-635.521
Brdarci,"[""Place""]",Place,-312.783
Bre%C5%BEany,"[""Place""]",Place,-131.869
Breach_(band),"[""other""]",Work,-176.844
Bread_and_Tulips,"[""Work""]",Work,-375.849
Break_Down_(album),"[""Work""]",Work,-578.555
Break_Up_to_Make_Up,"[""Work""]",Work,-777.769
Break_from_This_World,"[""Work""]",Work,-238.26
Break_the_Chain,"[""Work""]",Work,-1239.162
Break_the_Silence_(Alana_Grace_album),"[""Work""]",Work,-126.631
Breaker_Morant_(play),"[""Work""]",Person,-623.518
Breaking_Bad_(season_1),"[""Work""]",Work,-685.745
Breaking_Benjamin_(EP),"[""Work""]",Work,-348.365
Breaking_Dawn,"[""Work""]",Work,-2574.837
Breaking_Loose,"[""Work""]",Work,-848.193
Breaking_New_Ground_(Wild_Rose_album),"[""Work""]",Work,-255.177
Breaking_Point_(Digital_Summer_album),"[""Work""]",Work,-923.816
Breaking_character,"[""other""]",other,-1185.508
Breaking_the_Habit_(film),"[""Work""]",Work,-236.084
Breakout_(1975_film),"[""Work""]",Work,-183.09
Breakout_(video_game),"[""Work""]",Work,-1130.181
Breakout_Labs,"[""Organisation""]",Organisation,-642.404
Breakwater_Resources,"[""Organisation""]",Organisation,-160.53
Breast_Men,"[""Work""]",Work,-174.733
Breast_disease,"[""other""]",other,-479.937
Breastfeeding_difficulties,"[""other""]",other,-700.846
Breath_(2007_film),"[""Work""]",Work,-114.145
Breath_of_the_Gods,"[""Work""]",other,-304.001
Breathe_(Fabolous_song),"[""Work""]",Work,-1225.943
Breathless_(Jerry_Lee_Lewis_song),"[""Work""]",Work,-636.717
Breda_A650,"[""MeanOfTransportation""]",Place,-1458.369
Bredana,"[""Species""]",Species,-83.648
Bree_Robertson,"[""Person""]",Person,-702.506
Breeze_(rapper),"[""other""]",Work,-331.419
Bregaglia,"[""Place""]",Place,-265.475
Bregovo,"[""Place""]",Place,-997.282
Bregowine,"[""Person""]",other,-826.04
Breich_railway_station,"[""Place""]",Place,-404.159
Breitenstein_(mountain),"[""Place""]",Place,-53.449
Breitlingsee,"[""Place""]",Place,-649.69
Breizeh,"[""Place""]",Place,-258.932
"Brejinho,_Rio_Grande_do_Norte","[""Place""]",Place,-118.311
Brekken_IL,"[""Organisation""]",Organisation,-502.012
Brelki,"[""Place""]",Place,-314.334
Brembodus,"[""Species""]",Species,-168.043
Breme,"[""Place""]",Place,-524.525
Brenda_Barton,"[""Person""]",Person,-2108.348
Brenda_Bruce,"[""Person""]",Person,-180.73
Brenda_De_Banzie,"[""Person"",""other""]",Person,-1152.13
Brenda_Hanney,"[""Person""]",Person,-363.33
Brenda_Hollis,"[""Person""]",Person,-787.028
Brenda_Irving,"[""Person"",""other""]",Person,-580.464
Brenda_Jackson,"[""Person""]",Person,-572.435
Brenda_McCowan,"[""Person""]",Person,-1303.043
Brenda_Patterson,"[""other""]",Work,-267.09
Brenda_Putnam,"[""Agent"",""Person"",""other""]",Person,-466.379
Brenda_Schad,"[""Person""]",Person,-88.697
Brenda_Shanahan,"[""Person""]",Person,-1223.199
"Brenda_Starr,_Reporter_(film)","[""Work""]",Work,-217.298
Brenda_VanLengen,"[""Person""]",Person,-680.931
Brenda_Watson,"[""Agent"",""Person"",""other""]",Person,-726.501
Brendan_Bradley_(footballer),"[""Person""]",Person,-277.451
Brendan_Cannon,"[""Person""]",Person,-1297.606
Brendan_Cleary,"[""Agent"",""Person"",""other""]",Person,-132.561
Brendan_Crabb,"[""Person""]",other,-2470.076
Brendan_Cusack,"[""Person""]",Person,-150.112
Brendan_Devenney,"[""Person""]",Person,-572.392
Brendan_Guest,"[""Person""]",Person,-282.862
Brendan_Guilfoyle,"[""Person""]",Person,-449.496
Brendan_Hamill_(footballer),"[""Person""]",Person,-151.94
Brendan_Hines,"[""Person""]",Person,-316.616
Brendan_Hughes,"[""Person""]",Person,-339.291
Brendan_Ingle,"[""Agent"",""Person"",""other""]",Person,-263.657
Brendan_Katin,"[""Person""]",Person,-131.918
Brendan_Lynch_(Gaelic_footballer),"[""Person""]",Person,-614.745
Brendan_Lynch_(music_producer),"[""Person""]",Work,-729.588
Brendan_Murphy_(Meath_footballer),"[""Person""]",Person,-212.393
Brendan_Patrick_Connor,"[""Person""]",Work,-644.223
Brendan_Power,"[""other""]",Person,-1307.301
Brendan_Sexton_III,"[""Person""]",Person,-96.187
Brendan_Walsh,"[""Person""]",Person,-333.423
Brendan_Witt,"[""Person""]",Person,-236.887
Brenden_Santi,"[""Person""]",Person,-216.326
Brenden_Thenhaus,"[""Person""]",Person,-153.384
Brendon_April,"[""Person""]",Person,-215.702
Brendon_Nasser,"[""Person""]",Person,-316.073
Brenner_Autobahn,"[""Place""]",Place,-1328.943
Brenntag,"[""Organisation""]",Organisation,-352.532
"Brennus,_Enemy_of_Rome","[""Work""]",Work,-407.571
Brent_Alexander,"[""Person""]",Person,-248.564
Brent_Belecki,"[""Person""]",Person,-1045.294
Brent_Fitz,"[""other""]",other,-406.593
Brent_Meeke,"[""Person""]",Person,-299.527
Brent_Pierce,"[""Person""]",Person,-116.478
Brent_Saunders,"[""Person""]",Organisation,-215.713
Brent_Severyn,"[""Person""]",Person,-219.0
Brent_Spiner,"[""Person""]",Person,-597.155
Brent_St._Denis,"[""Person""]",Person,-822.068
Brent_Tate,"[""Person""]",Person,-755.287
Brentalfloss,"[""other""]",other,-1092.899
Brenthia_confluxana,"[""Species""]",Species,-241.759
Brenthia_cyanaula,"[""Species""]",Species,-162.522
Brenthia_elongata,"[""Species""]",Species,-289.098
Brenthia_hibiscusae,"[""Species""]",Species,-365.354
"Brentwood,_Pennsylvania","[""Place""]",Place,-163.307
Brentwood_Festival,"[""Event""]",Work,-1811.893
Brentwood_Public_Library,"[""Place""]",Place,-403.961
Brentwood_Ursuline_Convent_High_School,"[""Organisation""]",Organisation,-154.696
Breo,"[""Organisation""]",Organisation,-268.175
Brephomorpha,"[""Species""]",Species,-200.303
Brescia_Calcio,"[""Organisation""]",Person,-1586.954
Bresje_(Jagodina),"[""Place""]",Place,-240.648
Bresle_(river),"[""Place""]",Place,-217.685
Brestov%C4%83%C8%9B,"[""Place""]",Place,-518.857
Brestova,"[""Place""]",Place,-338.574
Brestovo_(Vladi%C4%8Din_Han),"[""Place""]",Place,-153.385
Bret_Iwan,"[""Person""]",Person,-282.637
Bret_Lunsford,"[""Person"",""other""]",other,-597.037
Bret_Wood,"[""Person"",""other""]",Work,-1446.001
Bretaigne_Windust,"[""Person""]",Person,-156.622
Bretea_Rom%C3%A2n%C4%83,"[""Place""]",Place,-593.43
Brethren_in_Christ_Church_Society,"[""other""]",Place,-390.301
"Breton,_Alberta","[""Place""]",Place,-623.028
Breton_(company),"[""Organisation""]",Organisation,-418.974
"Breton_Woods,_New_Jersey","[""Place""]",Place,-157.874
Brett-Livingstone_Strong,"[""Person""]",Person,-144.42
Brett_Chandler,"[""Person""]",Person,-1313.446
Brett_Clark_(sociologist),"[""Person""]",Person,-251.683
Brett_Gosper,"[""Person""]",Person,-282.629
Brett_Harrelson,"[""Person""]",Person,-60.308
Brett_Hayes,"[""Person""]",Person,-250.415
Brett_Heady,"[""Person""]",Person,-770.062
Brett_Hextall,"[""Person""]",Person,-204.76
Brett_Lauther,"[""Person""]",Person,-455.7
Brett_Rogers,"[""Person""]",Person,-218.034
Brett_Simpson,"[""Person""]",Person,-491.887
Brett_Wheeler,"[""Person""]",Person,-107.639
Brett_Woods,"[""Person""]",Person,-96.572
Brett_Youngberg,"[""Person""]",Person,-387.741
Brettach_(Kocher),"[""Place""]",Place,-55.607
Breviceratops,"[""Species""]",Species,-973.657
Brevicoryne_brassicae,"[""Species""]",Species,-927.347
"Brewery_District,_Columbus","[""other""]",Place,-1412.512
Brewster_McCracken,"[""Person""]",Person,-166.138
Brezje_pri_Dobu,"[""Place""]",Place,-151.297
Brezje_pri_Podplatu,"[""Place""]",Place,-236.148
Breznitsa,"[""Place""]",Place,-416.537
"Brezno,_Podvelka","[""Place""]",Place,-523.74
Brezovica_pri_Metliki,"[""Place""]",Place,-426.172
Brezovica_pri_Mirni,"[""Place""]",Place,-286.5
Brezovice_(Srebrenica),"[""Place""]",Place,-89.679
Brezu%C8%9Ba_River,"[""Place""]",Place,-76.946
Brian_Abshire,"[""Person""]",Person,-449.775
Brian_Alexander_(basketball),"[""Person""]",Person,-1306.995
Brian_Alfred,"[""Agent"",""Person"",""other""]",Person,-193.793
Brian_Andersen,"[""Person""]",Person,-361.913
Brian_Anslay,"[""Person""]",Person,-235.616
Brian_Avery_(activist),"[""Person""]",Person,-499.487
Brian_Balthazar,"[""Person""]",Work,-821.483
Brian_Barnett_Duff,"[""Agent"",""Person"",""other""]",Person,-826.478
Brian_Bateman,"[""Person""]",Person,-838.337
Brian_Bianchini,"[""Person""]",Person,-201.109
Brian_Bloom,"[""Person""]",Person,-114.335
Brian_Blount,"[""Person""]",Person,-248.699
Brian_Bosworth,"[""Person""]",Person,-637.818
Brian_C._Roseboro,"[""Person""]",Person,-249.887
Brian_Carroll,"[""Person""]",Person,-148.43
Brian_Cash,"[""Person""]",Person,-1186.843
Brian_Castle,"[""Person""]",Person,-723.517
Brian_Chapman_(businessman),"[""Person""]",Person,-165.154
Brian_Ching,"[""Person""]",Person,-2166.37
Brian_Christian,"[""Person""]",Person,-961.799
Brian_Christopher,"[""Person""]",Person,-478.521
Brian_Coleman,"[""Person""]",Person,-1024.707
Brian_Colin,"[""Person""]",Person,-512.299
Brian_Constantine,"[""Person""]",Person,-726.596
Brian_Cook_(football_administrator),"[""Person""]",Person,-1045.247
Brian_Costello,"[""Person""]",Person,-1056.933
Brian_Crouser,"[""Person""]",Person,-217.915
Brian_David_Dynlacht,"[""Person""]",other,-451.889
Brian_Davis_(golfer),"[""Person""]",Person,-2640.191
Brian_Degas,"[""Person""]",Person,-287.453
Brian_Donovan,"[""Person""]",Work,-293.027
Brian_Dougans,"[""other""]",other,-672.68
Brian_Doughty,"[""Person""]",Person,-1117.747
Brian_Doyle_(Wexford_hurler),"[""Person""]",Person,-253.214
Brian_Dunsford,"[""Person""]",Person,-159.526
"Brian_Evans_(cricketer,_born_1936)","[""Person""]",Person,-362.754
Brian_Evans_Conway,"[""Person""]",Person,-2436.295
Brian_Freeman_(psychological_suspense_author),"[""Agent"",""Person"",""other""]",Person,-168.929
Brian_Fridge,"[""Agent"",""Person"",""other""]",Person,-1248.202
Brian_Goldner,"[""Person""]",Person,-129.806
Brian_Greenway,"[""other""]",other,-781.848
Brian_Gutekunst,"[""Person""]",Person,-96.365
Brian_Hardie,"[""Person""]",Person,-969.156
Brian_Hill_(author),"[""Person""]",Person,-2319.837
Brian_Ireland,"[""other""]",Person,-372.623
"Brian_Jackson_(footballer,_born_1933)","[""Person""]",Person,-745.543
Brian_James_(actor),"[""Person""]",Person,-160.33
Brian_Jeffares,"[""Person""]",Person,-883.017
Brian_Jenkins_(politician),"[""Person""]",Person,-367.606
Brian_Jones_(motorcycle_designer),"[""Person""]",Person,-237.717
Brian_Kahn,"[""Person"",""other""]",Person,-746.655
Brian_Kalk,"[""Person""]",Person,-123.773
Brian_Kennedy_(singer),"[""other""]",Person,-317.252
Brian_Lenihan_(footballer),"[""Person""]",Person,-161.837
Brian_Levin-Stankevich,"[""Person""]",Person,-159.94
Brian_Linighan,"[""Person""]",Person,-537.543
Brian_Lowdermilk,"[""Person""]",other,-83.592
Brian_MacCabe,"[""Person""]",Person,-592.844
Brian_MacDonald_(sailor),"[""Person""]",Person,-665.221
Brian_Mallette,"[""Person""]",Person,-1242.788
Brian_McGowan_(footballer),"[""Person""]",Person,-1014.337
Brian_McGrath,"[""Person""]",Person,-1309.28
Brian_McMahon_(rower),"[""Person""]",Person,-257.421
Brian_McQueen,"[""Person""]",Person,-128.774
Brian_Millard,"[""Person"",""other""]",Person,-1030.14
Brian_Mitchell_(musician),"[""Person""]",other,-633.394
Brian_Mueller,"[""Person""]",Person,-895.787
Brian_Munz,"[""Person""]",Person,-135.251
Brian_Naylor_(broadcaster),"[""Person""]",Person,-339.875
Brian_Newberry,"[""Person""]",Person,-198.729
Brian_Newth,"[""Person""]",Person,-856.216
Brian_Oakley,"[""Agent"",""Person"",""other""]",Person,-2100.532
"Brian_Oliver_(basketball,_born_1990)","[""Person""]",Person,-243.538
Brian_Ombiji,"[""Person""]",Person,-185.666
Brian_Paulson,"[""Person""]",other,-1673.043
Brian_Pert,"[""Person""]",Person,-447.913
Brian_Philip_Davis,"[""Person""]",Person,-649.382
Brian_Poth,"[""Person""]",Person,-1131.302
Brian_Robiskie,"[""Person""]",Person,-407.405
Brian_Rol%C3%A8,"[""Person""]",Person,-1161.893
Brian_Rouff,"[""Person""]",Person,-431.477
Brian_S%C3%A1nchez,"[""Person""]",Person,-172.903
Brian_Schmidt,"[""Person""]",Person,-744.623
Brian_Sell,"[""Person""]",Person,-481.384
Brian_Shabangu,"[""Person""]",Person,-192.28
Brian_Smith_(American_musician),"[""other""]",other,-1134.879
Brian_Stableford,"[""Agent"",""Person"",""other""]",Person,-1413.812
Brian_Stahovich,"[""Person""]",Person,-355.409
Brian_Stuard,"[""Person""]",Person,-917.516
Brian_Sullivan_(news_anchor),"[""Person""]",Person,-114.433
Brian_T._Fitch,"[""Person"",""other""]",Person,-398.775
Brian_Tochi,"[""Person""]",Person,-836.803
Brian_Topp,"[""Person""]",Person,-653.75
"Brian_Turner_(footballer,_born_1933)","[""Person""]",Person,-146.874
Brian_Vetter,"[""Person""]",Person,-509.603
Brian_Viner,"[""Person""]",Person,-3063.547
Brian_Walsh_(footballer_born_1951),"[""Person""]",Person,-814.927
Brian_Walton_(cyclist),"[""Person""]",Person,-719.101
Brian_Warren,"[""Person""]",Person,-2101.661
Brian_Wenzel,"[""Person""]",Person,-3709.596
Brian_Wesenberg,"[""Person""]",Person,-238.12
Brian_Wilks,"[""Person""]",Person,-652.225
Brian_Williams_(baseball),"[""Person""]",Person,-776.466
Brian_Willoughby,"[""other""]",other,-247.041
Brian_Worley,"[""Person""]",Person,-289.46
Brian_Wright_(Scottish_footballer),"[""Person""]",Person,-295.902
Brian_Wright_(musician),"[""other""]",Work,-392.722
Briana_Banks,"[""Person""]",Person,-206.505
"Briaroaks,_Texas","[""Place""]",Place,-116.752
"Briarwood,_Queens","[""Place""]",Place,-1442.362
Briceville_Community_Church,"[""Place""]",Place,-1489.993
Brick_(Brick_album),"[""Work""]",Work,-83.723
Brick_City_(TV_series),"[""Work""]",Work,-879.463
"Brick_Schoolhouse_(Sharon,_New_Hampshire)","[""Place""]",Place,-992.607
Brick_Tavern_House,"[""Place""]",Place,-3433.217
Brick_by_Boring_Brick,"[""Work""]",Work,-420.467
Brickell_Key,"[""Place""]",Place,-236.049
Brickell_on_the_River,"[""Place""]",Place,-1595.787
Brickfield_Rangers_F.C.,"[""Organisation""]",Person,-728.611
Briddhim,"[""Place""]",Place,-245.393
Bridei_II,"[""Person""]",Person,-495.371
Brides_of_Wildcat_County,"[""Work""]",Work,-619.282
"Bridge,_Cornwall","[""Place""]",Place,-137.996
"Bridge_End,_Northumberland","[""Place""]",Place,-863.63
Bridge_Street_Town_Centre,"[""Place""]",Place,-1842.444
Bridge_of_Dee,"[""other""]",Place,-964.977
Bridgeport_Reservoir,"[""Place""]",Place,-890.327
Bridgeport_Village_(Oregon),"[""Place""]",Place,-585.432
Bridger_Deaton,"[""Person""]",Person,-370.447
Bridger_Palmer,"[""Person""]",Person,-1338.927
Bridget_Bevan,"[""Person""]",Person,-375.234
Bridget_McDonough,"[""Person""]",Person,-72.072
Bridget_Turner,"[""Agent"",""Person"",""other""]",Person,-729.174
Bridget_Walters,"[""Person""]",Person,-301.638
Bridgette_Meinhold,"[""Person""]",other,-401.454
Bridging_the_Gap_(Black_Eyed_Peas_album),"[""Work""]",Work,-927.592
Bridgit_Fitzgerald,"[""Person""]",Person,-669.277
Bridport_Priory,"[""Place""]",Place,-64.811
Brief_for_Murder,"[""Work""]",Work,-340.154
Brien_McMahon,"[""Agent"",""Person"",""other""]",Person,-7653.042
Brierley_Hill_&_Withymoor_F.C.,"[""Organisation""]",Organisation,-276.115
"Briery,_Virginia","[""Place""]",Place,-180.654
Briga_Heelan,"[""Person""]",Person,-194.624
Brigade_2506,"[""Organisation""]",Person,-411.932
Brigadeiro,"[""other""]",other,-1307.286
Brigandine,"[""other""]",Species,-264.319
Brigg_Town_F.C.,"[""Organisation""]",Person,-525.133
Brigham_Young_University%E2%80%93Hawaii,"[""other""]",Organisation,-1659.616
Brigham_Young_University%E2%80%93Idaho,"[""other""]",Organisation,-2002.711
Brighouse_High_School,"[""Organisation""]",Organisation,-117.763
